budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
30000000,http://www.discoverthecabininthewoods.com/,22970,"cabin, plot twist, cabin in the woods, filmed killing, video wall, speaker phone, mounted animal head, young adult",en,The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",73.987775,"Lionsgate, Mutant Enemy Productions",United States of America,2012-04-12,66486080,95.0,"English, 日本語",Released,If you hear a strange sound outside... have sex,The Cabin in the Woods,6.5,2263,"['Horror', ' Thriller']",2012,2010
30000000,http://www.meetthespartans.com/,7278,"fight, queen, penguin, black hole, men, army, s.a.t., aftercreditsstinger, duringcreditsstinger",en,Meet the Spartans,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",10.608998,"Regency Enterprises, New Regency Pictures",United States of America,2008-01-24,84646831,84.0,English,Released,"The Bigger the Hit, The Harder They Fall",Meet the Spartans,3.7,359,['Comedy'],2008,2000
30000000,http://hannathemovie.com/,50456,"assassin, self sacrifice, strip club, secret agent, training, british, road trip, dead animal, teenage girl, pistol, duringcreditsstinger",en,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",31.191975,"Focus Features, Neunte Babelsberg Film, Holleran Company, Sechzehnte Babelsberg Film","Germany, United Kingdom, United States of America",2011-04-07,63782078,111.0,"English, Français, Deutsch, Italiano, العربية, Español",Released,Adapt or die.,Hanna,6.5,1263,"['Action', ' Thriller', ' Adventure']",2011,2010
30000000,http://www.larrycrowne.com/,59861,"classroom, college, teacher, diner, loss of job, economics, yard sale, cell phone, scooter, back to school",en,Larry Crowne,"After losing his job, a middle-aged man reinvents himself by going back to college.",20.355458,"Universal Pictures, Playtone Productions, Vendome Pictures",United States of America,2011-06-30,36160375,98.0,English,Released,Rediscover life and love,Larry Crowne,5.7,359,"['Comedy', ' Romance', ' Drama']",2011,2010
30000000,http://www.carrie-movie.com,133805,"terror, based on novel, power, telekinesis, high school, remake, revenge, murder, prank, prom, teenager, explosion, violence, religious, humiliation, woman director",en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",63.848541,"Screen Gems, Metro-Goldwyn-Mayer (MGM), Misher Films",United States of America,2013-10-16,82394288,100.0,English,Released,Know her name. Fear her power.,Carrie,5.8,1463,"['Drama', ' Horror']",2013,2010
30000000,http://www.sideeffectsmayvary.com/,109421,"fraud, cover-up, murder, drug, prescription medication, professional reputation",en,Side Effects,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,48.237797,"Di Bonaventura Pictures, Endgame Entertainment, Universal, Open Road Films",United States of America,2013-02-07,63372757,106.0,"English, Français",Released,One pill can change your life.,Side Effects,6.4,1323,"['Thriller', ' Crime', ' Drama']",2013,2010
30000000,http://disney.go.com/pooh/home/,51162,"owl, tiger, aftercreditsstinger, duringcreditsstinger",en,Winnie the Pooh,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",19.143721,"Walt Disney Pictures, Walt Disney Animation Studios",United States of America,2011-04-13,14460000,63.0,English,Released,Oh Pooh.,Winnie the Pooh,6.8,258,"['Animation', ' Family']",2011,2010
30000000,http://www.sanctummovie.com/,48340,"cave, water, adventure",en,Sanctum,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",20.063165,"Universal Pictures, Wayfare Entertainment, Sanctum Australia, Relativity Media, Great Wight Productions/ Osford Films, Start Motion Pictures","United States of America, Australia",2011-02-03,108609310,108.0,English,Released,The only way out is down.,Sanctum,5.8,339,"['Action', ' Thriller']",2011,2010
30000000,http://www.thefiveyearengagementmovie.com/,72207,"sex, san francisco, restaurant, frustration, chase, offer, engagement, love, psychologist, wedding, proposal, chef, ceremony, englishwoman, ring, unemployed",en,The Five-Year Engagement,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",27.71063,"Universal Pictures, Dentsu, Relativity Media, Apatow Productions, Stoller Global Solutions",United States of America,2012-04-27,53909751,124.0,English,Released,A comedy about the journey between popping the question and tying the knot.,The Five-Year Engagement,5.7,457,['Comedy'],2012,2010
30000000,http://www.thenextthreedaysmovie.com/index.html,43539,"evidence, passport, argument, county jail, fingerprints, appeal, escape artist",en,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",34.421696,"Lionsgate, Fidélité Films, Hwy61","United States of America, France",2010-11-18,51148651,133.0,English,Released,What if you had 72 hours to save everything you live for?,The Next Three Days,6.9,905,"['Romance', ' Drama', ' Thriller', ' Crime']",2010,2010
30000000,http://www.sonypictures.com/movies/ultraviolet/,9920,"skyscraper, vampire, victim, dystopia, boy, doctor, violence, one woman army, hemophagia, stamina, totalitarian, antigen, cure, strength, biological warfare, lab technician, rooftop fight, gravity, light sensitivity",en,Ultraviolet,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",15.89534,"Screen Gems, Ultravi Productions",United States of America,2006-03-03,31070211,87.0,"English, Tiếng Việt",Released,The blood war is on.,Ultraviolet,4.8,458,"['Science Fiction', ' Action', ' Thriller']",2006,2000
30000000,http://www.loveandotherdrugsthemovie.com/,43347,"male nudity, female nudity, letter, love, viagra, sexual freedom, free spirit",en,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",20.236951,"Bedford Falls Productions, Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Stuber Productions, New Regency Pictures",United States of America,2010-11-22,102820008,112.0,English,Released,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,6.6,1233,"['Drama', ' Comedy', ' Romance']",2010,2010
35000000,http://northcountrymovie.warnerbros.com/,9701,"rape, secret, minnesota, witness, miner, insult, court, lawsuit, love, lesbian, battle, case, woman, woman director, landmark, harrassment, legal",en,North Country,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",12.779201,"Warner Bros., Participant Media, Nick Wechsler Productions",United States of America,2005-02-12,25224242,126.0,English,Released,All She Wanted Was To Make A Living. Instead She Made History.,North Country,6.8,125,['Drama'],2005,2000
26000000,http://www.splicethefilm.com/,37707,"dna, genetics, gene manipulation, genetic engineering, biological experiment",en,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",23.227877,"Gaumont, Dark Castle Entertainment, Senator Entertainment Co, Copperheart Entertainment","Canada, France, United States of America",2009-10-06,0,104.0,English,Released,Science's newest miracle...is a mistake.,Splice,5.5,671,"['Horror', ' Thriller', ' Science Fiction']",2009,2000
